loan_id,n_inst,n_obs,on_time_rate,early_rate,late_rate,mean_delay,exposure,max_delay,first_delinq_k,first_delinq_frac,return_to_current_k,re_delinq_k,ever_delinq,n_unpaid,year,status,outcome,plan_len,purpose_len,amount,duration,rate,gender,age,job,income,expend,disposable,past_ordinary,past_early,past_late,past_overdue,past_loss,in_sample,inc17,exp17,disp17,capacity,amt_won,dur_m,req_pay,req_avg,pcg_abs,pcg_ratio,pcg_over,pcg_abs_avg
B120627-16,8,8,0.75,0.25,0.25,0.25,2,1,3.0,0.375,5.0,,1,0,2012,정상종료,완납,589,670,100만원,9개월,0.3,남자,49세,공기업,1600000.0,1380000.0,,16.0,12.0,2.0,0.0,0.0,1,1600000.0,1380000.0,220000.0,220000.0,1000000.0,9.0,136111.11111111112,125000.0,-83888.88888888888,0.6186868686868687,0.0,-95000.0
B120702-13,12,12,0.75,0.25,0.25,0.75,9,6,3.0,0.25,5.0,12.0,1,0,2012,정상종료,완납,591,757,150만원,12개월,0.3,여자,36세,서비스업,3000000.0,1870000.0,,14.0,5.0,4.0,0.0,0.0,1,3000000.0,1870000.0,1130000.0,1130000.0,1500000.0,12.0,162500.0,145312.5,-967500.0,0.14380530973451328,0.0,-984687.5
B120702-8,6,6,0.1667,0.0,0.8333,8.667,52,18,1.0,0.167,6.0,,1,0,2012,정상종료,완납,399,307,100만원,6개월,0.3,남자,55세,공기업,3200000.0,2840000.0,,11.0,1.0,13.0,0.0,0.0,1,3200000.0,2840000.0,360000.0,360000.0,1000000.0,6.0,191666.66666666663,181250.0,-168333.33333333337,0.5324074074074073,0.0,-178750.0
B120703-11,14,14,1.0,0.0714,0.0,0.0,0,0,,,,,0,0,2012,정상종료,완납,434,553,500만원,24개월,0.3,남자,40세,기술직,2400000.0,1230000.0,,57.0,6.0,5.0,0.0,0.0,1,2400000.0,1230000.0,1170000.0,1170000.0,5000000.0,24.0,333333.3333333334,273437.5,-836666.6666666666,0.2849002849002849,0.0,-896562.5
B120703-18,15,15,1.0,0.6,0.0,0.0,0,0,,,,,0,0,2012,정상종료,완납,68,659,300만원,18개월,0.3,여자,54세,보험설계사,2000000.0,1880000.0,,54.0,47.0,0.0,0.0,0.0,1,2000000.0,1880000.0,120000.0,120000.0,3000000.0,18.0,241666.66666666663,206250.0,121666.66666666663,2.0138888888888884,1.0,86250.0
B120704-12,7,7,0.7143,0.1429,0.2857,5.143,36,31,6.0,0.857,,,1,0,2012,연체중,손실,241,1566,250만원,12개월,0.3,남자,38세,요식업,3000000.0,2450000.0,,22.0,12.0,5.0,0.0,0.0,1,3000000.0,2450000.0,550000.0,550000.0,2500000.0,12.0,270833.3333333334,242187.5,-279166.6666666666,0.4924242424242425,0.0,-307812.5
B120706-6,5,5,0.4,0.2,0.6,6.4,32,15,3.0,0.6,,,1,0,2012,정상종료,완납,619,861,300만원,24개월,0.3,남자,48세,기술직,2210000.0,1780000.0,,31.0,25.0,18.0,0.0,0.0,1,2210000.0,1780000.0,430000.0,430000.0,3000000.0,24.0,200000.0,164062.5,-230000.0,0.46511627906976744,0.0,-265937.5
B120711-7,12,12,0.75,0.0833,0.25,0.333,4,2,5.0,0.417,6.0,8.0,1,0,2012,정상종료,완납,73,305,150만원,12개월,0.3,여자,38세,사무직,2200000.0,2120000.0,,52.0,15.0,24.0,0.0,0.0,1,2200000.0,2120000.0,80000.0,80000.0,1500000.0,12.0,162500.0,145312.5,82500.0,2.03125,1.0,65312.5
B120712-5,12,12,1.0,0.0833,0.0,0.0,0,0,,,,,0,0,2012,정상종료,완납,405,635,150만원,12개월,0.3,여자,48세,사무직,3300000.0,2810000.0,,86.0,34.0,5.0,0.0,0.0,1,3300000.0,2810000.0,490000.0,490000.0,1500000.0,12.0,162500.0,145312.5,-327500.0,0.33163265306122447,0.0,-344687.5
B120715-1,6,6,0.1667,0.0,0.8333,22.833,137,31,2.0,0.333,,,1,0,2012,연체중,손실,649,432,150만원,12개월,0.3,남자,48세,사무직,3050000.0,2200000.0,,30.0,15.0,37.0,5.0,0.0,1,3050000.0,2200000.0,850000.0,850000.0,1500000.0,12.0,162500.0,145312.5,-687500.0,0.19117647058823528,0.0,-704687.5
B120717-8,12,12,1.0,0.75,0.0,0.0,0,0,,,,,0,0,2012,정상종료,완납,142,408,200만원,12개월,0.3,여자,42세,요식업,1470000.0,680000.0,,25.0,19.0,10.0,0.0,0.0,1,1470000.0,680000.0,790000.0,790000.0,2000000.0,12.0,216666.66666666663,193750.0,-573333.3333333334,0.27426160337552735,0.0,-596250.0
B120719-4,9,9,0.2222,0.0,0.7778,12.0,108,28,2.0,0.222,3.0,4.0,1,0,2012,정상종료,완납,407,591,200만원,9개월,0.3,여자,41세,서비스업,3000000.0,2440000.0,,,,,,,1,3000000.0,2440000.0,560000.0,560000.0,2000000.0,9.0,272222.22222222225,250000.0,-287777.77777777775,0.48611111111111116,0.0,-310000.0
B120723-3,7,7,0.2857,0.1429,0.7143,3.286,23,7,1.0,0.143,3.0,4.0,1,0,2012,정상종료,완납,96,277,100만원,12개월,0.3,남자,39세,사무직,2100000.0,1670000.0,,5.0,1.0,16.0,0.0,0.0,1,2100000.0,1670000.0,430000.0,430000.0,1000000.0,12.0,108333.33333333331,96875.0,-321666.6666666667,0.251937984496124,0.0,-333125.0
B120730-3,11,11,1.0,0.9091,0.0,0.0,0,0,,,,,0,0,2012,정상종료,완납,1179,1100,200만원,12개월,0.3,여자,44세,보험설계사,2600000.0,1800000.0,,50.0,42.0,0.0,0.0,0.0,1,2600000.0,1800000.0,800000.0,800000.0,2000000.0,12.0,216666.66666666663,193750.0,-583333.3333333334,0.27083333333333326,0.0,-606250.0
B120801-3,6,6,1.0,1.0,0.0,0.0,0,0,,,,,0,0,2012,정상종료,완납,224,1022,100만원,9개월,0.3,남자,38세,기술직,1200000.0,980000.0,,18.0,18.0,0.0,0.0,0.0,1,1200000.0,980000.0,220000.0,220000.0,1000000.0,9.0,136111.11111111112,125000.0,-83888.88888888888,0.6186868686868687,0.0,-95000.0
B120802-2,2,2,0.0,0.0,1.0,16.0,32,31,1.0,0.5,,,1,0,2012,연체중,손실,141,855,150만원,9개월,0.3,남자,34세,영업직,1850000.0,1690000.0,,10.0,8.0,1.0,0.0,0.0,1,1850000.0,1690000.0,160000.0,160000.0,1500000.0,9.0,204166.66666666663,187500.0,44166.66666666663,1.2760416666666665,1.0,27500.0
B120807-1,1,1,0.0,0.0,1.0,31.0,31,31,1.0,1.0,,,1,0,2012,연체중,손실,126,163,100만원,6개월,0.3,남자,53세,기타,2000000.0,1220000.0,,,,,,,1,2000000.0,1220000.0,780000.0,780000.0,1000000.0,6.0,191666.66666666663,181250.0,-588333.3333333334,0.2457264957264957,0.0,-598750.0
B120808-2,9,9,1.0,0.6667,0.0,0.0,0,0,,,,,0,0,2012,정상종료,완납,361,1038,350만원,15개월,0.3,여자,46세,콜센터,2000000.0,1460000.0,,95.0,76.0,2.0,0.0,0.0,1,2000000.0,1460000.0,540000.0,540000.0,3500000.0,15.0,320833.3333333334,280000.0,-219166.66666666663,0.5941358024691359,0.0,-260000.0
B120816-12,9,9,0.2222,0.0,0.7778,5.222,47,14,3.0,0.333,,,1,0,2012,정상종료,완납,307,566,100만원,9개월,0.3,남자,45세,운전직,2000000.0,1860000.0,,,,,,,1,2000000.0,1860000.0,140000.0,140000.0,1000000.0,9.0,136111.11111111112,125000.0,-3888.888888888876,0.9722222222222223,0.0,-15000.0
B120820-3,3,3,0.3333,0.0,0.6667,10.667,32,31,2.0,0.667,,,1,0,2012,연체중,손실,172,1178,100만원,9개월,0.3,여자,53세,생산직,2000000.0,1470000.0,,,,,,,1,2000000.0,1470000.0,530000.0,530000.0,1000000.0,9.0,136111.11111111112,125000.0,-393888.8888888889,0.2568134171907757,0.0,-405000.0
B120822-6,9,9,0.2222,0.0,0.7778,12.778,115,31,1.0,0.111,3.0,4.0,1,0,2012,연체중,손실,176,347,200만원,12개월,0.3,여자,47세,사무직,4000000.0,3380000.0,,5.0,0.0,13.0,1.0,0.0,1,4000000.0,3380000.0,620000.0,620000.0,2000000.0,12.0,216666.66666666663,193750.0,-403333.3333333334,0.34946236559139776,0.0,-426250.0
B120823-4,10,10,1.0,0.6,0.0,0.0,0,0,,,,,0,0,2012,정상종료,완납,403,879,200만원,12개월,0.3,남자,47세,사무직,2550000.0,1940000.0,,96.0,76.0,3.0,0.0,0.0,1,2550000.0,1940000.0,610000.0,610000.0,2000000.0,12.0,216666.66666666663,193750.0,-393333.3333333334,0.35519125683060104,0.0,-416250.0
B120823-5,12,12,0.5833,0.0,0.4167,0.917,11,3,4.0,0.333,5.0,6.0,1,0,2012,정상종료,완납,64,867,150만원,12개월,0.3,여자,38세,간호사,1000000.0,210000.0,,17.0,8.0,7.0,0.0,0.0,1,1000000.0,210000.0,790000.0,790000.0,1500000.0,12.0,162500.0,145312.5,-627500.0,0.20569620253164558,0.0,-644687.5
B120827-12,2,2,0.0,0.0,1.0,17.5,35,31,1.0,0.5,,,1,0,2012,연체중,손실,181,438,100만원,9개월,0.3,여자,36세,생산직,2300000.0,2020000.0,,3.0,2.0,6.0,1.0,0.0,1,2300000.0,2020000.0,280000.0,280000.0,1000000.0,9.0,136111.11111111112,125000.0,-143888.88888888888,0.48611111111111116,0.0,-155000.0
B120827-4,12,12,0.75,0.5833,0.25,5.417,65,28,4.0,0.333,5.0,7.0,1,0,2012,정상종료,완납,344,2471,250만원,12개월,0.3,여자,50세,일용직,1200000.0,740000.0,,52.0,42.0,20.0,5.0,0.0,1,1200000.0,740000.0,460000.0,460000.0,2500000.0,12.0,270833.3333333334,242187.5,-189166.66666666663,0.588768115942029,0.0,-217812.5
B120828-8,9,9,0.7778,0.4444,0.2222,2.667,24,14,2.0,0.222,3.0,4.0,1,0,2012,정상종료,완납,685,309,200만원,9개월,0.3,남자,45세,생산직,4000000.0,2580000.0,,13.0,6.0,3.0,0.0,0.0,1,4000000.0,2580000.0,1420000.0,1420000.0,2000000.0,9.0,272222.22222222225,250000.0,-1147777.7777777778,0.1917057902973396,0.0,-1170000.0
B120902-4,12,12,1.0,0.4167,0.0,0.0,0,0,,,,,0,0,2012,정상종료,완납,551,641,150만원,12개월,0.3,남자,52세,시설관리업체,2000000.0,1450000.0,,20.0,5.0,1.0,0.0,0.0,1,2000000.0,1450000.0,550000.0,550000.0,1500000.0,12.0,162500.0,145312.5,-387500.0,0.29545454545454547,0.0,-404687.5
B120903-3,6,6,0.8333,0.5,0.1667,2.5,15,15,6.0,1.0,,,1,0,2012,정상종료,완납,205,586,100만원,6개월,0.3,남자,38세,기타,2900000.0,2390000.0,,,,,,,1,2900000.0,2390000.0,510000.0,510000.0,1000000.0,6.0,191666.66666666663,181250.0,-318333.3333333334,0.37581699346405223,0.0,-328750.0
B120904-13,6,6,0.5,0.0,0.5,0.667,4,2,1.0,0.167,2.0,3.0,1,0,2012,정상종료,완납,84,324,100만원,6개월,0.3,여자,51세,사무직,2200000.0,1840000.0,,50.0,9.0,5.0,0.0,0.0,1,2200000.0,1840000.0,360000.0,360000.0,1000000.0,6.0,191666.66666666663,181250.0,-168333.33333333337,0.5324074074074073,0.0,-178750.0
B120905-4,12,12,1.0,0.75,0.0,0.0,0,0,,,,,0,0,2012,정상종료,완납,649,1292,200만원,12개월,0.3,여자,39세,사무직,1590000.0,1260000.0,,19.0,12.0,0.0,0.0,0.0,1,1590000.0,1260000.0,330000.0,330000.0,2000000.0,12.0,216666.66666666663,193750.0,-113333.33333333337,0.6565656565656565,0.0,-136250.0
B120906-6,7,7,0.0,0.0,1.0,12.429,87,31,1.0,0.143,,,1,0,2012,연체중,손실,155,87,100만원,12개월,0.3,남자,36세,영업직,1700000.0,1400000.0,,,,,,,1,1700000.0,1400000.0,300000.0,300000.0,1000000.0,12.0,108333.33333333331,96875.0,-191666.6666666667,0.36111111111111105,0.0,-203125.0
B120907-2,6,6,0.6667,0.3333,0.3333,2.167,13,9,3.0,0.5,5.0,,1,0,2012,정상종료,완납,405,1498,100만원,6개월,0.3,여자,35세,사무직,1300000.0,1160000.0,,5.0,2.0,4.0,1.0,0.0,1,1300000.0,1160000.0,140000.0,140000.0,1000000.0,6.0,191666.66666666663,181250.0,51666.66666666663,1.3690476190476188,1.0,41250.0
B120907-4,8,8,0.875,0.625,0.125,0.875,7,7,3.0,0.375,4.0,,1,0,2012,정상종료,완납,265,391,150만원,9개월,0.3,여자,39세,기타,3700000.0,3360000.0,,21.0,11.0,16.0,0.0,0.0,1,3700000.0,3360000.0,340000.0,340000.0,1500000.0,9.0,204166.66666666663,187500.0,-135833.33333333337,0.6004901960784312,0.0,-152500.0
B120909-2,8,8,1.0,0.125,0.0,0.0,0,0,,,,,0,0,2012,정상종료,완납,577,613,200만원,9개월,0.3,남자,45세,서비스업,6500000.0,6100000.0,,79.0,11.0,5.0,0.0,0.0,1,6500000.0,6100000.0,400000.0,400000.0,2000000.0,9.0,272222.22222222225,250000.0,-127777.77777777775,0.6805555555555556,0.0,-150000.0
B120911-1,8,8,0.875,0.75,0.125,0.125,1,1,4.0,0.5,5.0,,1,0,2012,정상종료,완납,649,2706,100만원,9개월,0.3,남자,49세,기타,2300000.0,2160000.0,,16.0,11.0,5.0,0.0,0.0,1,2300000.0,2160000.0,140000.0,140000.0,1000000.0,9.0,136111.11111111112,125000.0,-3888.888888888876,0.9722222222222223,0.0,-15000.0
B120918-1,9,9,1.0,0.6667,0.0,0.0,0,0,,,,,0,0,2012,정상종료,완납,133,384,100만원,12개월,0.3,남자,42세,사무직,1800000.0,1220000.0,,28.0,25.0,0.0,0.0,0.0,1,1800000.0,1220000.0,580000.0,580000.0,1000000.0,12.0,108333.33333333331,96875.0,-471666.6666666667,0.18678160919540227,0.0,-483125.0
B120918-3,11,11,1.0,0.9091,0.0,0.0,0,0,,,,,0,0,2012,정상종료,완납,46,928,200만원,12개월,0.3,남자,55세,기타,2750000.0,2080000.0,,66.0,56.0,5.0,5.0,0.0,1,2750000.0,2080000.0,670000.0,670000.0,2000000.0,12.0,216666.66666666663,193750.0,-453333.3333333334,0.32338308457711434,0.0,-476250.0
B120924-11,1,1,1.0,1.0,0.0,0.0,0,0,,,,,0,0,2012,정상종료,완납,202,428,150만원,12개월,0.3,남자,40세,사무직,1400000.0,880000.0,,3.0,2.0,4.0,1.0,0.0,1,1400000.0,880000.0,520000.0,520000.0,1500000.0,12.0,162500.0,145312.5,-357500.0,0.3125,0.0,-374687.5
B120924-15,6,6,1.0,0.0,0.0,0.0,0,0,,,,,0,0,2012,정상종료,완납,77,716,150만원,6개월,0.3,남자,47세,사무직,3000000.0,2640000.0,,,,,,,1,3000000.0,2640000.0,360000.0,360000.0,1500000.0,6.0,287500.0,271875.0,-72500.0,0.7986111111111112,0.0,-88125.0
B120927-12,11,11,1.0,0.5455,0.0,0.0,0,0,,,,,0,0,2012,정상종료,완납,2410,563,200만원,12개월,0.3,남자,46세,학원,4000000.0,3850000.0,,26.0,17.0,1.0,0.0,0.0,1,4000000.0,3850000.0,150000.0,150000.0,2000000.0,12.0,216666.66666666663,193750.0,66666.66666666663,1.4444444444444442,1.0,43750.0
B121002-3,6,6,1.0,0.5,0.0,0.0,0,0,,,,,0,0,2012,정상종료,완납,519,386,250만원,6개월,0.3,남자,54세,운전직,2000000.0,1260000.0,,114.0,90.0,4.0,0.0,0.0,1,2000000.0,1260000.0,740000.0,740000.0,2500000.0,6.0,479166.6666666667,453125.0,-260833.3333333333,0.6475225225225225,0.0,-286875.0
B121002-4,12,12,0.8333,0.3333,0.1667,0.167,2,1,7.0,0.583,8.0,10.0,1,0,2012,정상종료,완납,307,709,200만원,12개월,0.3,여자,48세,서비스업,4790000.0,4150000.0,,27.0,7.0,3.0,0.0,0.0,1,4790000.0,4150000.0,640000.0,640000.0,2000000.0,12.0,216666.66666666663,193750.0,-423333.3333333334,0.33854166666666663,0.0,-446250.0
B121004-9,1,1,1.0,1.0,0.0,0.0,0,0,,,,,0,0,2012,정상종료,완납,85,412,300만원,24개월,0.3,남자,48세,공기업,3700000.0,2850000.0,,48.0,14.0,7.0,0.0,0.0,1,3700000.0,2850000.0,850000.0,850000.0,3000000.0,24.0,200000.0,164062.5,-650000.0,0.23529411764705882,0.0,-685937.5
B121011-1,9,9,0.0,0.0,1.0,19.222,173,31,1.0,0.111,,,1,0,2012,연체중,손실,361,528,100만원,9개월,0.3,남자,34세,기타,2300000.0,1280000.0,,,,,,,1,2300000.0,1280000.0,1020000.0,1020000.0,1000000.0,9.0,136111.11111111112,125000.0,-883888.8888888889,0.133442265795207,0.0,-895000.0
B121014-5,18,18,1.0,0.6667,0.0,0.0,0,0,,,,,0,0,2012,정상종료,완납,100,298,500만원,18개월,0.3,남자,57세,공기업,4600000.0,4420000.0,,49.0,43.0,0.0,0.0,0.0,1,4600000.0,4420000.0,180000.0,180000.0,5000000.0,18.0,402777.77777777775,343750.0,222777.77777777775,2.2376543209876543,1.0,163750.0
B121017-4,8,8,1.0,0.875,0.0,0.0,0,0,,,,,0,0,2012,정상종료,완납,333,545,500만원,15개월,0.3,여자,43세,콜센터,2000000.0,1600000.0,,90.0,74.0,1.0,0.0,0.0,1,2000000.0,1600000.0,400000.0,400000.0,5000000.0,15.0,458333.3333333333,400000.0,58333.333333333314,1.1458333333333333,1.0,0.0
B121019-13,9,9,0.8889,0.7778,0.1111,1.778,16,16,9.0,1.0,,,1,0,2012,정상종료,완납,299,628,100만원,9개월,0.3,여자,34세,콜센터,1750000.0,1270000.0,,10.0,9.0,1.0,0.0,0.0,1,1750000.0,1270000.0,480000.0,480000.0,1000000.0,9.0,136111.11111111112,125000.0,-343888.8888888889,0.2835648148148148,0.0,-355000.0
B121023-1,17,17,1.0,1.0,0.0,0.0,0,0,,,,,0,0,2012,정상종료,완납,317,277,500만원,18개월,0.3,남자,48세,영업직,3110000.0,2690000.0,,52.0,47.0,0.0,0.0,0.0,1,3110000.0,2690000.0,420000.0,420000.0,5000000.0,18.0,402777.77777777775,343750.0,-17222.222222222248,0.958994708994709,0.0,-76250.0
B121027-1,12,12,1.0,1.0,0.0,0.0,0,0,,,,,0,0,2012,정상종료,완납,261,2096,150만원,12개월,0.3,여자,50세,기타,2450000.0,2350000.0,,51.0,51.0,0.0,0.0,0.0,1,2450000.0,2350000.0,100000.0,100000.0,1500000.0,12.0,162500.0,145312.5,62500.0,1.625,1.0,45312.5
B121030-3,12,12,0.6667,0.0,0.3333,0.75,9,4,1.0,0.083,4.0,10.0,1,0,2012,정상종료,완납,143,659,100만원,12개월,0.3,남자,33세,기술직,1500000.0,950000.0,,28.0,11.0,12.0,0.0,0.0,1,1500000.0,950000.0,550000.0,550000.0,1000000.0,12.0,108333.33333333331,96875.0,-441666.6666666667,0.19696969696969693,0.0,-453125.0
B121031-2,24,24,0.7917,0.625,0.2083,0.958,23,12,12.0,0.5,13.0,16.0,1,0,2012,정상종료,완납,1434,959,300만원,24개월,0.3,남자,50세,보험설계사,4600000.0,4160000.0,,100.0,82.0,21.0,0.0,0.0,1,4600000.0,4160000.0,440000.0,440000.0,3000000.0,24.0,200000.0,164062.5,-240000.0,0.45454545454545453,0.0,-275937.5
B121101-1,6,6,1.0,0.3333,0.0,0.0,0,0,,,,,0,0,2012,정상종료,완납,78,390,100만원,6개월,0.3,여자,42세,간호사,2000000.0,190000.0,,15.0,8.0,0.0,0.0,0.0,1,2000000.0,190000.0,1810000.0,1810000.0,1000000.0,6.0,191666.66666666663,181250.0,-1618333.3333333335,0.10589318600368322,0.0,-1628750.0
B121104-1,3,3,0.3333,0.0,0.6667,13.667,41,31,2.0,0.667,,,1,0,2012,연체중,손실,1024,359,100만원,6개월,0.3,남자,34세,생산직,2000000.0,1320000.0,,,,,,,1,2000000.0,1320000.0,680000.0,680000.0,1000000.0,6.0,191666.66666666663,181250.0,-488333.3333333334,0.28186274509803916,0.0,-498750.0
B121106-10,9,9,0.7778,0.4444,0.2222,0.667,6,5,6.0,0.667,7.0,9.0,1,0,2012,정상종료,완납,239,851,100만원,9개월,0.3,여자,37세,사무직,1200000.0,1190000.0,,14.0,8.0,4.0,0.0,0.0,1,1200000.0,1190000.0,10000.0,10000.0,1000000.0,9.0,136111.11111111112,125000.0,126111.11111111112,13.611111111111112,1.0,115000.0
B121107-3,19,19,1.0,0.8421,0.0,0.0,0,0,,,,,0,0,2012,정상종료,완납,418,794,600만원,24개월,0.3,여자,43세,보험설계사,3000000.0,2830000.0,,125.0,120.0,0.0,0.0,0.0,1,3000000.0,2830000.0,170000.0,170000.0,6000000.0,24.0,400000.0,328125.0,230000.0,2.3529411764705883,1.0,158125.0
B121108-10,13,13,0.8462,0.4615,0.1538,0.231,3,2,3.0,0.231,4.0,8.0,1,0,2012,정상종료,완납,686,997,450만원,21개월,0.3,남자,52세,서비스업,2400000.0,2340000.0,,60.0,44.0,5.0,0.0,0.0,1,2400000.0,2340000.0,60000.0,60000.0,4500000.0,21.0,326785.7142857143,273214.28571428574,266785.7142857143,5.446428571428572,1.0,213214.28571428574
B121109-11,12,12,0.75,0.5833,0.25,1.0,12,10,4.0,0.333,5.0,7.0,1,0,2012,정상종료,완납,370,914,200만원,12개월,0.3,여자,45세,기타,1500000.0,1190000.0,,19.0,14.0,5.0,0.0,0.0,1,1500000.0,1190000.0,310000.0,310000.0,2000000.0,12.0,216666.66666666663,193750.0,-93333.33333333337,0.6989247311827955,0.0,-116250.0
B121119-7,15,15,0.8667,0.6667,0.1333,0.133,2,1,5.0,0.333,7.0,,1,0,2012,정상종료,완납,343,597,300만원,21개월,0.3,여자,46세,기타,2650000.0,2450000.0,,54.0,45.0,31.0,5.0,0.0,1,2650000.0,2450000.0,200000.0,200000.0,3000000.0,21.0,217857.14285714287,182142.8571428572,17857.14285714287,1.0892857142857144,1.0,-17857.14285714281
B121120-2,12,12,0.9167,0.5,0.0833,0.25,3,3,3.0,0.25,4.0,,1,0,2012,정상종료,완납,246,299,150만원,12개월,0.3,남자,48세,기술직,3190000.0,2800000.0,,46.0,16.0,4.0,0.0,0.0,1,3190000.0,2800000.0,390000.0,390000.0,1500000.0,12.0,162500.0,145312.5,-227500.0,0.4166666666666667,0.0,-244687.5
B121122-8,12,12,0.25,0.1667,0.75,2.667,32,6,2.0,0.167,4.0,5.0,1,0,2012,정상종료,완납,221,416,100만원,12개월,0.3,남자,42세,사무직,3300000.0,2750000.0,,10.0,6.0,14.0,0.0,0.0,1,3300000.0,2750000.0,550000.0,550000.0,1000000.0,12.0,108333.33333333331,96875.0,-441666.6666666667,0.19696969696969693,0.0,-453125.0
B121123-10,12,12,0.75,0.5833,0.25,0.583,7,3,4.0,0.333,5.0,6.0,1,0,2012,정상종료,완납,399,1097,300만원,18개월,0.3,남자,46세,기술직,4500000.0,3070000.0,,71.0,56.0,14.0,0.0,0.0,1,4500000.0,3070000.0,1430000.0,1430000.0,3000000.0,18.0,241666.66666666663,206250.0,-1188333.3333333335,0.16899766899766896,0.0,-1223750.0
B121123-6,10,10,0.9,0.1,0.1,0.2,2,2,1.0,0.1,2.0,,1,0,2012,정상종료,완납,204,289,100만원,12개월,0.3,남자,51세,기타,2300000.0,1660000.0,,77.0,43.0,3.0,0.0,0.0,1,2300000.0,1660000.0,640000.0,640000.0,1000000.0,12.0,108333.33333333331,96875.0,-531666.6666666667,0.16927083333333331,0.0,-543125.0
B121124-3,12,12,1.0,0.0833,0.0,0.0,0,0,,,,,0,0,2012,정상종료,완납,83,426,150만원,12개월,0.3,남자,48세,공기업,3700000.0,2990000.0,,48.0,14.0,7.0,0.0,0.0,1,3700000.0,2990000.0,710000.0,710000.0,1500000.0,12.0,162500.0,145312.5,-547500.0,0.22887323943661972,0.0,-564687.5
B121128-8,12,12,0.9167,0.6667,0.0833,0.167,2,2,7.0,0.583,8.0,,1,0,2012,정상종료,완납,125,454,100만원,12개월,0.3,여자,38세,사무직,1780000.0,1500000.0,,,,,,,1,1780000.0,1500000.0,280000.0,280000.0,1000000.0,12.0,108333.33333333331,96875.0,-171666.6666666667,0.38690476190476186,0.0,-183125.0
B121203-3,10,10,1.0,0.9,0.0,0.0,0,0,,,,,0,0,2012,정상종료,완납,1607,1378,300만원,24개월,0.3,남자,60세,기술직,1691200000.0,1620000.0,,34.0,31.0,0.0,0.0,0.0,1,1691200000.0,1620000.0,1689580000.0,1689580000.0,3000000.0,24.0,200000.0,164062.5,-1689380000.0,0.00011837261331218409,0.0,-1689415937.5
B121205-6,12,12,0.8333,0.25,0.1667,0.333,4,3,10.0,0.833,12.0,,1,0,2012,정상종료,완납,330,729,250만원,12개월,0.3,남자,40세,사무직,2500000.0,1460000.0,,50.0,31.0,10.0,0.0,0.0,1,2500000.0,1460000.0,1040000.0,1040000.0,2500000.0,12.0,270833.3333333334,242187.5,-769166.6666666666,0.2604166666666667,0.0,-797812.5
B121206-6,9,9,1.0,1.0,0.0,0.0,0,0,,,,,0,0,2012,정상종료,완납,261,218,250만원,12개월,0.3,여자,43세,기타,880000.0,840000.0,,42.0,42.0,0.0,0.0,0.0,1,880000.0,840000.0,40000.0,40000.0,2500000.0,12.0,270833.3333333334,242187.5,230833.33333333337,6.770833333333334,1.0,202187.5
B121207-6,12,12,0.9167,0.5833,0.0833,0.083,1,1,2.0,0.167,3.0,,1,0,2012,정상종료,완납,120,375,250만원,12개월,0.3,여자,49세,콜센터,3150000.0,2750000.0,,73.0,53.0,6.0,0.0,0.0,1,3150000.0,2750000.0,400000.0,400000.0,2500000.0,12.0,270833.3333333334,242187.5,-129166.66666666663,0.6770833333333335,0.0,-157812.5
B121214-11,11,11,0.9091,0.0909,0.0909,0.091,1,1,7.0,0.636,8.0,,1,0,2012,정상종료,완납,188,764,150만원,12개월,0.3,남자,47세,기타,2000000.0,1780000.0,,60.0,22.0,15.0,0.0,0.0,1,2000000.0,1780000.0,220000.0,220000.0,1500000.0,12.0,162500.0,145312.5,-57500.0,0.7386363636363636,0.0,-74687.5
B121214-2,7,7,0.2857,0.0,0.7143,7.429,52,31,3.0,0.429,,,1,0,2012,연체중,손실,52,1060,150만원,9개월,0.3,여자,42세,사무직,1900000.0,1470000.0,,,,,,,1,1900000.0,1470000.0,430000.0,430000.0,1500000.0,9.0,204166.66666666663,187500.0,-225833.33333333337,0.4748062015503875,0.0,-242500.0
B121216-1,5,5,0.4,0.4,0.6,9.8,49,31,2.0,0.4,4.0,5.0,1,0,2012,연체중,손실,190,1075,100만원,9개월,0.3,남자,56세,사무직,2900000.0,2200000.0,,15.0,7.0,7.0,0.0,0.0,1,2900000.0,2200000.0,700000.0,700000.0,1000000.0,9.0,136111.11111111112,125000.0,-563888.8888888889,0.19444444444444448,0.0,-575000.0
B121216-3,12,12,1.0,1.0,0.0,0.0,0,0,,,,,0,0,2012,정상종료,완납,602,829,150만원,12개월,0.3,여자,51세,서비스업,1600000.0,770000.0,,30.0,30.0,0.0,0.0,0.0,1,1600000.0,770000.0,830000.0,830000.0,1500000.0,12.0,162500.0,145312.5,-667500.0,0.19578313253012047,0.0,-684687.5
B121217-5,8,8,1.0,0.75,0.0,0.0,0,0,,,,,0,0,2012,정상종료,완납,431,499,250만원,12개월,0.3,여자,39세,사무직,1300000.0,870000.0,,48.0,38.0,1.0,0.0,0.0,1,1300000.0,870000.0,430000.0,430000.0,2500000.0,12.0,270833.3333333334,242187.5,-159166.66666666663,0.6298449612403102,0.0,-187812.5
B121218-1,19,19,1.0,0.6316,0.0,0.0,0,0,,,,,0,0,2012,정상종료,완납,809,1002,350만원,24개월,0.3,남자,53세,생산직,2500000.0,1810000.0,,72.0,58.0,0.0,0.0,0.0,1,2500000.0,1810000.0,690000.0,690000.0,3500000.0,24.0,233333.3333333333,191406.25,-456666.6666666667,0.3381642512077294,0.0,-498593.75
