loan_id,n_inst,n_obs,on_time_rate,early_rate,late_rate,mean_delay,exposure,max_delay,first_delinq_k,first_delinq_frac,return_to_current_k,re_delinq_k,ever_delinq,n_unpaid,year,status,outcome,plan_len,purpose_len,amount,duration,rate,gender,age,job,income,expend,disposable,past_ordinary,past_early,past_late,past_overdue,past_loss,in_sample,inc17,exp17,disp17,capacity,amt_won,dur_m,req_pay,req_avg,pcg_abs,pcg_ratio,pcg_over,pcg_abs_avg
B081223-1,12,12,0.25,0.1667,0.75,8.0,96,27,1.0,0.083,5.0,8.0,1,0,2008,정상종료,완납,405,2094,100만원,12개월,0.3,남자,세,기타,,,,4.0,2.0,16.0,2.0,0.0,1,,,,,1000000.0,12.0,108333.33333333331,96875.0,,,,
B081230-1,6,6,0.1667,0.1667,0.8333,20.167,121,61,2.0,0.333,,,1,0,2008,연체중,손실,272,781,100만원,9개월,0.3,여자,세,기타,,,,2.0,1.0,6.0,2.0,0.0,1,,,,,1000000.0,9.0,136111.11111111112,125000.0,,,,
B090104-1,8,8,1.0,1.0,0.0,0.0,0,0,,,,,0,0,2009,정상종료,완납,576,360,100만원,9개월,0.3,남자,세,기타,,,,62.0,61.0,4.0,0.0,0.0,1,,,,,1000000.0,9.0,136111.11111111112,125000.0,,,,
B090117-1,12,12,0.5833,0.1667,0.4167,0.917,11,3,1.0,0.083,2.0,6.0,1,0,2009,정상종료,완납,215,324,200만원,12개월,0.3,여자,세,기타,,,,,,,,,1,,,,,2000000.0,12.0,216666.66666666663,193750.0,,,,
B090124-1,5,5,0.2,0.0,0.8,30.2,151,61,2.0,0.4,,,1,0,2009,연체중,손실,141,784,100만원,12개월,0.3,여자,세,기타,,,,,,,,,1,,,,,1000000.0,12.0,108333.33333333331,96875.0,,,,
B090127-1,5,5,0.0,0.0,1.0,24.0,120,61,1.0,0.2,,,1,0,2009,손실(상환완료),손실,436,517,100만원,12개월,0.3,남자,세,기타,,,,2.0,1.0,5.0,2.0,0.0,1,,,,,1000000.0,12.0,108333.33333333331,96875.0,,,,
B090128-1,7,7,0.4286,0.4286,0.5714,10.429,73,61,4.0,0.571,,,1,0,2009,연체중,손실,264,700,100만원,12개월,0.3,남자,세,기타,,,,13.0,13.0,9.0,1.0,0.0,1,,,,,1000000.0,12.0,108333.33333333331,96875.0,,,,
B090201-1,5,5,0.0,0.0,1.0,11.6,58,35,1.0,0.2,,,1,0,2009,정상종료,완납,198,1633,100만원,9개월,0.3,남자,세,기타,,,,,,,,,1,,,,,1000000.0,9.0,136111.11111111112,125000.0,,,,
B090214-1,3,3,1.0,0.6667,0.0,0.0,0,0,,,,,0,0,2009,정상종료,완납,255,1416,100만원,12개월,0.3,남자,세,기타,,,,48.0,36.0,0.0,0.0,0.0,1,,,,,1000000.0,12.0,108333.33333333331,96875.0,,,,
B090217-1,12,12,0.6667,0.4167,0.3333,0.583,7,3,3.0,0.25,5.0,7.0,1,0,2009,정상종료,완납,240,395,200만원,12개월,0.3,남자,세,기타,,,,22.0,9.0,5.0,0.0,0.0,1,,,,,2000000.0,12.0,216666.66666666663,193750.0,,,,
B090222-1,12,12,0.0,0.0,1.0,23.167,278,31,1.0,0.083,,,1,0,2009,정상종료,완납,101,440,100만원,12개월,0.3,여자,세,기타,,,,17.0,9.0,28.0,7.0,0.0,1,,,,,1000000.0,12.0,108333.33333333331,96875.0,,,,
B090302-1,11,11,0.8182,0.4545,0.1818,0.182,2,1,3.0,0.273,4.0,5.0,1,0,2009,정상종료,완납,3721,3061,200만원,12개월,0.3,여자,세,기타,,,,17.0,11.0,9.0,0.0,0.0,1,,,,,2000000.0,12.0,216666.66666666663,193750.0,,,,
B090311-1,8,8,1.0,1.0,0.0,0.0,0,0,,,,,0,0,2009,정상종료,완납,411,288,100만원,12개월,0.3,,세,기타,,,,,,,,,1,,,,,1000000.0,12.0,108333.33333333331,96875.0,,,,
B090331-1,9,9,1.0,1.0,0.0,0.0,0,0,,,,,0,0,2009,정상종료,완납,1054,2115,200만원,12개월,0.3,,세,기타,,,,,,,,,1,,,,,2000000.0,12.0,216666.66666666663,193750.0,,,,
B090404-1,12,12,0.9167,0.5833,0.0833,0.167,2,2,10.0,0.833,11.0,,1,0,2009,정상종료,완납,307,739,100만원,12개월,0.3,남자,세,기타,,,,,,,,,1,,,,,1000000.0,12.0,108333.33333333331,96875.0,,,,
B090412-1,9,9,0.7778,0.7778,0.2222,3.333,30,29,3.0,0.333,4.0,9.0,1,0,2009,정상종료,완납,843,1477,200만원,9개월,0.3,남자,세,기타,,,,16.0,11.0,15.0,1.0,0.0,1,,,,,2000000.0,9.0,272222.22222222225,250000.0,,,,
B090417-1,12,12,0.6667,0.4167,0.3333,3.167,38,24,8.0,0.667,9.0,10.0,1,0,2009,정상종료,완납,291,562,100만원,12개월,0.3,남자,세,기타,,,,21.0,12.0,6.0,0.0,0.0,1,,,,,1000000.0,12.0,108333.33333333331,96875.0,,,,
B090424-1,6,6,1.0,0.8333,0.0,0.0,0,0,,,,,0,0,2009,정상종료,완납,357,588,100만원,6개월,0.3,남자,세,기타,,,,19.0,10.0,1.0,0.0,0.0,1,,,,,1000000.0,6.0,191666.66666666663,181250.0,,,,
B090702-1,9,9,0.2222,0.1111,0.7778,1.111,10,3,1.0,0.111,4.0,5.0,1,0,2009,정상종료,완납,224,1228,100만원,9개월,0.3,남자,세,기타,,,,89.0,36.0,28.0,0.0,0.0,1,,,,,1000000.0,9.0,136111.11111111112,125000.0,,,,
B090703-1,5,5,0.0,0.0,1.0,21.4,107,61,1.0,0.2,,,1,0,2009,연체중,손실,261,1093,100만원,6개월,0.3,여자,세,기타,,,,,,,,,1,,,,,1000000.0,6.0,191666.66666666663,181250.0,,,,
B090723-1,11,11,1.0,1.0,0.0,0.0,0,0,,,,,0,0,2009,정상종료,완납,347,601,200만원,12개월,0.3,남자,세,기타,,,,37.0,31.0,0.0,0.0,0.0,1,,,,,2000000.0,12.0,216666.66666666663,193750.0,,,,
B090828-1,9,9,1.0,1.0,0.0,0.0,0,0,,,,,0,0,2009,정상종료,완납,140,2377,100만원,9개월,0.3,여자,세,기타,,,,32.0,32.0,0.0,0.0,0.0,1,,,,,1000000.0,9.0,136111.11111111112,125000.0,,,,
B090901-1,5,5,1.0,1.0,0.0,0.0,0,0,,,,,0,0,2009,정상종료,완납,245,1097,200만원,12개월,0.3,남자,세,기타,,,,37.0,36.0,0.0,0.0,0.0,1,,,,,2000000.0,12.0,216666.66666666663,193750.0,,,,
B090916-1,12,12,0.9167,0.8333,0.0833,0.25,3,3,1.0,0.083,2.0,,1,0,2009,정상종료,완납,775,867,200만원,12개월,0.3,,세,기타,,,,,,,,,1,,,,,2000000.0,12.0,216666.66666666663,193750.0,,,,
B091005-1,9,9,0.7778,0.6667,0.2222,0.333,3,2,4.0,0.444,5.0,9.0,1,0,2009,정상종료,완납,255,429,200만원,9개월,0.3,여자,세,기타,,,,20.0,16.0,16.0,0.0,0.0,1,,,,,2000000.0,9.0,272222.22222222225,250000.0,,,,
B091024-1,6,6,0.8333,0.1667,0.1667,0.167,1,1,5.0,0.833,6.0,,1,0,2009,정상종료,완납,482,1106,100만원,6개월,0.29,여자,세,기타,,,,,,,,,1,,,,,1000000.0,6.0,190833.3333333333,180763.88888888888,,,,
B091026-1,7,7,0.8571,0.8571,0.1429,3.0,21,21,5.0,0.714,6.0,,1,0,2009,정상종료,완납,248,774,200만원,12개월,0.3,남자,세,기타,,,,13.0,12.0,6.0,0.0,0.0,1,,,,,2000000.0,12.0,216666.66666666663,193750.0,,,,
B091104-1,13,13,1.0,0.9231,0.0,0.0,0,0,,,,,0,0,2009,정상종료,완납,189,1366,300만원,21개월,0.3,,세,기타,,,,,,,,,1,,,,,3000000.0,21.0,217857.14285714287,182142.8571428572,,,,
B091113-1,8,8,1.0,1.0,0.0,0.0,0,0,,,,,0,0,2009,정상종료,완납,407,577,150만원,12개월,0.3,여자,세,기타,,,,58.0,40.0,6.0,0.0,0.0,1,,,,,1500000.0,12.0,162500.0,145312.5,,,,
B091116-1,8,8,1.0,0.25,0.0,0.0,0,0,,,,,0,0,2009,정상종료,완납,311,1038,200만원,12개월,0.3,남자,세,기타,,,,20.0,6.0,0.0,0.0,0.0,1,,,,,2000000.0,12.0,216666.66666666663,193750.0,,,,
B091214-1,1,1,0.0,0.0,1.0,61.0,61,61,1.0,1.0,,,1,0,2009,연체중,손실,314,942,50만원,3개월,0.3,남자,세,기타,,,,,,,,,1,,,,,500000.0,3.0,179166.66666666666,175000.0,,,,
B091219-1,6,6,0.3333,0.1667,0.6667,12.833,77,61,2.0,0.333,3.0,4.0,1,0,2009,연체중,손실,476,848,150만원,12개월,0.3,여자,세,기타,,,,,,,,,1,,,,,1500000.0,12.0,162500.0,145312.5,,,,
B091223-1,5,5,1.0,1.0,0.0,0.0,0,0,,,,,0,0,2009,정상종료,완납,703,1967,400만원,24개월,0.3,남자,세,기타,,,,75.0,56.0,27.0,4.0,0.0,1,,,,,4000000.0,24.0,266666.6666666666,218750.0,,,,
B091226-1,9,9,1.0,0.8889,0.0,0.0,0,0,,,,,0,0,2009,정상종료,완납,557,2169,150만원,9개월,0.3,여자,세,기타,,,,,,,,,1,,,,,1500000.0,9.0,204166.66666666663,187500.0,,,,
B100129-1,7,7,0.4286,0.1429,0.5714,12.714,89,49,3.0,0.429,4.0,5.0,1,0,2010,정상종료,완납,510,537,100만원,9개월,0.3,남자,세,기타,,,,,,,,,1,,,,,1000000.0,9.0,136111.11111111112,125000.0,,,,
B100303-1,8,8,1.0,1.0,0.0,0.0,0,0,,,,,0,0,2010,정상종료,완납,276,415,100만원,12개월,0.3,여자,세,기타,,,,,,,,,1,,,,,1000000.0,12.0,108333.33333333331,96875.0,,,,
B100304-1,7,7,0.7143,0.7143,0.2857,2.429,17,11,5.0,0.714,6.0,7.0,1,0,2010,정상종료,완납,619,941,300만원,15개월,0.3,남자,세,기타,,,,7.0,7.0,3.0,0.0,0.0,1,,,,,3000000.0,15.0,275000.0,240000.0,,,,
B100306-1,6,6,0.5,0.5,0.5,5.333,32,21,2.0,0.333,3.0,4.0,1,0,2010,정상종료,완납,357,793,50만원,6개월,0.3,,세,기타,,,,,,,,,1,,,,,500000.0,6.0,95833.33333333331,90625.0,,,,
B100311-1,6,6,1.0,1.0,0.0,0.0,0,0,,,,,0,0,2010,정상종료,완납,1085,2979,100만원,6개월,0.3,남자,세,기타,,,,,,,,,1,,,,,1000000.0,6.0,191666.66666666663,181250.0,,,,
B100322-1,9,9,1.0,0.8889,0.0,0.0,0,0,,,,,0,0,2010,정상종료,완납,694,4931,100만원,9개월,0.3,남자,세,기타,,,,,,,,,1,,,,,1000000.0,9.0,136111.11111111112,125000.0,,,,
B100401-1,9,9,1.0,1.0,0.0,0.0,0,0,,,,,0,0,2010,정상종료,완납,1377,540,300만원,15개월,0.3,남자,세,기타,,,,,,,,,1,,,,,3000000.0,15.0,275000.0,240000.0,,,,
B100406-1,15,15,0.9333,0.2667,0.0667,0.067,1,1,13.0,0.867,14.0,,1,0,2010,정상종료,완납,109,1089,300만원,15개월,0.3,남자,세,기타,,,,22.0,9.0,5.0,0.0,0.0,1,,,,,3000000.0,15.0,275000.0,240000.0,,,,
B100428-1,12,12,0.9167,0.0,0.0833,0.083,1,1,5.0,0.417,6.0,,1,0,2010,정상종료,완납,124,673,100만원,12개월,0.3,남자,세,기타,,,,27.0,10.0,1.0,0.0,0.0,1,,,,,1000000.0,12.0,108333.33333333331,96875.0,,,,
B100501-1,24,24,1.0,0.7917,0.0,0.0,0,0,,,,,0,0,2010,정상종료,완납,862,1957,300만원,24개월,0.3,여자,세,기타,,,,,,,,,1,,,,,3000000.0,24.0,200000.0,164062.5,,,,
B100502-1,12,12,0.8333,0.5833,0.1667,0.25,3,2,11.0,0.917,,,1,0,2010,정상종료,완납,128,1361,150만원,12개월,0.3,남자,세,기타,,,,17.0,9.0,5.0,0.0,0.0,1,,,,,1500000.0,12.0,162500.0,145312.5,,,,
B100508-1,12,12,0.25,0.0833,0.75,0.833,10,2,1.0,0.083,2.0,3.0,1,0,2010,정상종료,완납,212,1115,200만원,12개월,0.3,남자,세,기타,,,,,,,,,1,,,,,2000000.0,12.0,216666.66666666663,193750.0,,,,
B100608-1,21,21,0.4286,0.1905,0.5714,1.571,33,6,4.0,0.19,5.0,10.0,1,0,2010,정상종료,완납,833,1970,300만원,21개월,0.3,여자,세,기타,,,,,,,,,1,,,,,3000000.0,21.0,217857.14285714287,182142.8571428572,,,,
B100707-1,12,12,1.0,1.0,0.0,0.0,0,0,,,,,0,0,2010,정상종료,완납,292,199,400만원,18개월,0.3,남자,세,기타,,,,24.0,22.0,0.0,0.0,0.0,1,,,,,4000000.0,18.0,322222.22222222225,275000.0,,,,
B100713-1,12,12,1.0,1.0,0.0,0.0,0,0,,,,,0,0,2010,정상종료,완납,509,644,150만원,12개월,0.3,여자,세,기타,,,,35.0,25.0,10.0,4.0,0.0,1,,,,,1500000.0,12.0,162500.0,145312.5,,,,
B100716-1,18,18,0.1667,0.0556,0.8333,22.944,413,30,3.0,0.167,4.0,5.0,1,0,2010,정상종료,완납,679,1370,400만원,18개월,0.3,남자,세,기타,,,,6.0,1.0,8.0,7.0,0.0,1,,,,,4000000.0,18.0,322222.22222222225,275000.0,,,,
B100721-1,15,15,0.4,0.2667,0.6,4.667,70,28,4.0,0.267,5.0,6.0,1,0,2010,정상종료,완납,249,1486,300만원,15개월,0.3,여자,세,기타,,,,,,,,,1,,,,,3000000.0,15.0,275000.0,240000.0,,,,
B100726-1,11,11,0.0909,0.0,0.9091,15.636,172,31,1.0,0.091,2.0,3.0,1,0,2010,손실(상환완료),손실,516,1325,250만원,12개월,0.3,남자,세,기타,,,,4.0,2.0,16.0,2.0,0.0,1,,,,,2500000.0,12.0,270833.3333333334,242187.5,,,,
B100728-1,12,12,1.0,1.0,0.0,0.0,0,0,,,,,0,0,2010,정상종료,완납,640,444,150만원,12개월,0.29,여자,세,기타,,,,41.0,41.0,0.0,0.0,0.0,1,,,,,1500000.0,12.0,161250.0,144635.41666666666,,,,
B100817-1,18,18,1.0,0.8889,0.0,0.0,0,0,,,,,0,0,2010,정상종료,완납,352,3784,300만원,18개월,0.3,남자,세,기타,,,,75.0,66.0,0.0,0.0,0.0,1,,,,,3000000.0,18.0,241666.66666666663,206250.0,,,,
B100826-1,9,9,1.0,0.4444,0.0,0.0,0,0,,,,,0,0,2010,정상종료,완납,422,1412,150만원,9개월,0.3,남자,세,기타,,,,,,,,,1,,,,,1500000.0,9.0,204166.66666666663,187500.0,,,,
B100923-1,8,8,0.5,0.375,0.5,9.5,76,31,3.0,0.375,4.0,6.0,1,0,2010,연체중,손실,304,2106,200만원,9개월,0.3,남자,세,기타,,,,,,,,,1,,,,,2000000.0,9.0,272222.22222222225,250000.0,,,,
B100928-1,9,9,0.5556,0.4444,0.4444,1.111,10,3,3.0,0.333,6.0,7.0,1,0,2010,정상종료,완납,411,1683,150만원,9개월,0.3,남자,세,기타,,,,,,,,,1,,,,,1500000.0,9.0,204166.66666666663,187500.0,,,,
B100930-1,12,12,1.0,0.3333,0.0,0.0,0,0,,,,,0,0,2010,정상종료,완납,325,674,200만원,12개월,0.3,남자,세,기타,,,,,,,,,1,,,,,2000000.0,12.0,216666.66666666663,193750.0,,,,
B101007-1,24,24,1.0,0.9583,0.0,0.0,0,0,,,,,0,0,2010,정상종료,완납,1003,915,300만원,24개월,0.3,남자,세,기타,,,,,,,,,1,,,,,3000000.0,24.0,200000.0,164062.5,,,,
B101008-1,12,12,0.8333,0.25,0.1667,0.167,2,1,6.0,0.5,7.0,8.0,1,0,2010,정상종료,완납,165,1505,100만원,12개월,0.3,남자,세,기타,,,,16.0,7.0,2.0,0.0,0.0,1,,,,,1000000.0,12.0,108333.33333333331,96875.0,,,,
B101013-1,7,7,0.5714,0.1429,0.4286,5.429,38,31,4.0,0.571,5.0,6.0,1,0,2010,연체중,손실,300,783,200만원,12개월,0.3,여자,세,기타,,,,,,,,,1,,,,,2000000.0,12.0,216666.66666666663,193750.0,,,,
B101028-1,2,2,0.0,0.0,1.0,31.5,63,61,1.0,0.5,,,1,0,2010,연체중,손실,337,2285,150만원,6개월,0.3,여자,세,기타,,,,,,,,,1,,,,,1500000.0,6.0,287500.0,271875.0,,,,
B101031-1,7,7,0.4286,0.1429,0.5714,1.143,8,3,3.0,0.429,7.0,,1,0,2010,정상종료,완납,778,887,200만원,12개월,0.3,여자,세,기타,,,,,,,,,1,,,,,2000000.0,12.0,216666.66666666663,193750.0,,,,
B101102-1,12,12,1.0,0.6667,0.0,0.0,0,0,,,,,0,0,2010,정상종료,완납,376,2168,250만원,12개월,0.3,남자,세,기타,,,,,,,,,1,,,,,2500000.0,12.0,270833.3333333334,242187.5,,,,
B101103-1,1,1,1.0,1.0,0.0,0.0,0,0,,,,,0,0,2010,정상종료,완납,686,3258,100만원,12개월,0.3,남자,세,기타,,,,9.0,5.0,2.0,0.0,0.0,1,,,,,1000000.0,12.0,108333.33333333331,96875.0,,,,
B101105-1,11,11,0.8182,0.5455,0.1818,0.818,9,7,5.0,0.455,6.0,7.0,1,0,2010,정상종료,완납,270,666,250만원,12개월,0.3,남자,세,기타,,,,11.0,7.0,5.0,0.0,0.0,1,,,,,2500000.0,12.0,270833.3333333334,242187.5,,,,
B101106-1,24,24,0.7083,0.3333,0.2917,0.792,19,6,6.0,0.25,7.0,9.0,1,0,2010,정상종료,완납,212,3807,300만원,24개월,0.3,여자,세,기타,,,,75.0,54.0,7.0,0.0,0.0,1,,,,,3000000.0,24.0,200000.0,164062.5,,,,
B101122-1,21,21,1.0,1.0,0.0,0.0,0,0,,,,,0,0,2010,정상종료,완납,1643,3462,300만원,21개월,0.3,남자,세,기타,,,,60.0,44.0,5.0,0.0,0.0,1,,,,,3000000.0,21.0,217857.14285714287,182142.8571428572,,,,
B101220-1,12,12,0.3333,0.1667,0.6667,8.417,101,26,2.0,0.167,3.0,4.0,1,0,2010,정상종료,완납,310,449,150만원,12개월,0.3,여자,세,기타,,,,,,,,,1,,,,,1500000.0,12.0,162500.0,145312.5,,,,
B081209-2,9,9,0.3333,0.1111,0.6667,18.778,169,68,4.0,0.444,,,1,0,2008,정상종료,완납,384,453,100만원,9개월,0.3,여자,세,기타,,,,7.0,2.0,8.0,2.0,0.0,1,,,,,1000000.0,9.0,136111.11111111112,125000.0,,,,
B081210-2,7,7,1.0,1.0,0.0,0.0,0,0,,,,,0,0,2008,정상종료,완납,286,408,100만원,12개월,0.3,남자,세,기타,,,,69.0,66.0,16.0,0.0,0.0,1,,,,,1000000.0,12.0,108333.33333333331,96875.0,,,,
B090103-2,12,12,0.8333,0.6667,0.1667,0.25,3,2,1.0,0.083,3.0,,1,0,2009,정상종료,완납,129,541,200만원,12개월,0.3,여자,세,기타,,,,17.0,8.0,7.0,0.0,0.0,1,,,,,2000000.0,12.0,216666.66666666663,193750.0,,,,
B090209-2,6,6,0.6667,0.0,0.3333,1.167,7,5,5.0,0.833,,,1,0,2009,정상종료,완납,236,722,200만원,6개월,0.3,남자,세,기타,,,,,,,,,1,,,,,2000000.0,6.0,383333.3333333333,362500.0,,,,
B090212-2,12,12,1.0,0.6667,0.0,0.0,0,0,,,,,0,0,2009,정상종료,완납,254,968,100만원,12개월,0.3,여자,세,기타,,,,54.0,30.0,5.0,0.0,0.0,1,,,,,1000000.0,12.0,108333.33333333331,96875.0,,,,
B090214-2,10,10,0.8,0.4,0.2,0.4,4,2,5.0,0.5,6.0,7.0,1,0,2009,정상종료,완납,145,336,100만원,12개월,0.3,남자,세,기타,,,,19.0,11.0,2.0,0.0,0.0,1,,,,,1000000.0,12.0,108333.33333333331,96875.0,,,,
B090227-2,8,8,0.25,0.0,0.75,19.125,153,61,3.0,0.375,,,1,0,2009,연체중,손실,262,1964,200만원,12개월,0.3,여자,세,기타,,,,,,,,,1,,,,,2000000.0,12.0,216666.66666666663,193750.0,,,,
B090315-2,10,10,0.8,0.3,0.2,0.3,3,2,4.0,0.4,5.0,6.0,1,0,2009,정상종료,완납,385,1256,100만원,12개월,0.3,여자,세,기타,,,,18.0,3.0,13.0,0.0,0.0,1,,,,,1000000.0,12.0,108333.33333333331,96875.0,,,,
B090401-2,11,11,0.8182,0.8182,0.1818,3.182,35,25,1.0,0.091,2.0,6.0,1,0,2009,정상종료,완납,166,373,200만원,12개월,0.3,남자,세,기타,,,,68.0,49.0,27.0,0.0,0.0,1,,,,,2000000.0,12.0,216666.66666666663,193750.0,,,,
B090416-2,6,6,0.6667,0.5,0.3333,1.167,7,4,2.0,0.333,3.0,4.0,1,0,2009,정상종료,완납,589,1105,200만원,12개월,0.3,남자,세,기타,,,,13.0,12.0,6.0,0.0,0.0,1,,,,,2000000.0,12.0,216666.66666666663,193750.0,,,,
B090420-2,12,12,0.75,0.0,0.25,0.333,4,2,7.0,0.583,8.0,9.0,1,0,2009,정상종료,완납,565,680,100만원,12개월,0.3,여자,세,기타,,,,,,,,,1,,,,,1000000.0,12.0,108333.33333333331,96875.0,,,,
B090423-2,3,3,0.3333,0.0,0.6667,11.333,34,27,2.0,0.667,,,1,0,2009,정상종료,완납,366,503,200만원,12개월,0.3,여자,세,기타,,,,5.0,1.0,5.0,0.0,0.0,1,,,,,2000000.0,12.0,216666.66666666663,193750.0,,,,
B090507-2,12,12,0.6667,0.1667,0.3333,0.417,5,2,1.0,0.083,2.0,6.0,1,0,2009,정상종료,완납,771,768,200만원,12개월,0.3,여자,세,기타,,,,,,,,,1,,,,,2000000.0,12.0,216666.66666666663,193750.0,,,,
B090514-2,8,8,0.875,0.875,0.125,0.125,1,1,7.0,0.875,8.0,,1,0,2009,정상종료,완납,125,896,300만원,15개월,0.3,여자,세,기타,,,,23.0,16.0,18.0,0.0,0.0,1,,,,,3000000.0,15.0,275000.0,240000.0,,,,
B090516-2,14,14,1.0,0.7143,0.0,0.0,0,0,,,,,0,0,2009,정상종료,완납,659,933,300만원,18개월,0.3,여자,세,기타,,,,67.0,38.0,14.0,0.0,0.0,1,,,,,3000000.0,18.0,241666.66666666663,206250.0,,,,
B090702-2,6,6,0.0,0.0,1.0,24.667,148,30,1.0,0.167,,,1,0,2009,정상종료,완납,454,1740,100만원,6개월,0.3,남자,세,기타,,,,,,,,,1,,,,,1000000.0,6.0,191666.66666666663,181250.0,,,,
B090709-2,9,9,0.7778,0.4444,0.2222,0.667,6,5,1.0,0.111,2.0,5.0,1,0,2009,정상종료,완납,167,733,100만원,12개월,0.3,,세,기타,,,,10.0,6.0,6.0,0.0,0.0,1,,,,,1000000.0,12.0,108333.33333333331,96875.0,,,,
B090803-2,15,15,0.2,0.1333,0.8,2.867,43,12,1.0,0.067,3.0,6.0,1,0,2009,정상종료,완납,347,525,300만원,15개월,0.3,여자,세,기타,,,,9.0,6.0,22.0,0.0,0.0,1,,,,,3000000.0,15.0,275000.0,240000.0,,,,
B090815-2,4,4,0.0,0.0,1.0,34.0,136,61,1.0,0.25,,,1,0,2009,연체중,손실,240,653,200만원,12개월,0.3,여자,세,기타,,,,,,,,,1,,,,,2000000.0,12.0,216666.66666666663,193750.0,,,,
B090907-2,11,11,0.0909,0.0,0.9091,11.455,126,30,2.0,0.182,,,1,0,2009,정상종료,완납,95,2283,100만원,12개월,0.3,남자,세,기타,,,,,,,,,1,,,,,1000000.0,12.0,108333.33333333331,96875.0,,,,
B091021-2,3,3,1.0,1.0,0.0,0.0,0,0,,,,,0,0,2009,정상종료,완납,617,478,200만원,3개월,0.3,남자,세,기타,,,,15.0,11.0,1.0,0.0,0.0,1,,,,,2000000.0,3.0,716666.6666666666,700000.0,,,,
B091027-2,9,9,1.0,0.5556,0.0,0.0,0,0,,,,,0,0,2009,정상종료,완납,396,821,200만원,9개월,0.3,여자,세,기타,,,,,,,,,1,,,,,2000000.0,9.0,272222.22222222225,250000.0,,,,
B091109-2,9,9,1.0,1.0,0.0,0.0,0,0,,,,,0,0,2009,정상종료,완납,738,1021,150만원,9개월,0.3,남자,세,기타,,,,49.0,43.0,0.0,0.0,0.0,1,,,,,1500000.0,9.0,204166.66666666663,187500.0,,,,
B091126-2,12,12,0.9167,0.4167,0.0833,0.083,1,1,5.0,0.417,6.0,,1,0,2009,정상종료,완납,1633,3310,200만원,12개월,0.3,남자,세,기타,,,,28.0,6.0,14.0,3.0,0.0,1,,,,,2000000.0,12.0,216666.66666666663,193750.0,,,,
B091127-2,21,21,0.7619,0.1905,0.2381,0.857,18,5,2.0,0.095,3.0,7.0,1,0,2009,정상종료,완납,173,475,300만원,21개월,0.3,여자,세,기타,,,,40.0,8.0,9.0,0.0,0.0,1,,,,,3000000.0,21.0,217857.14285714287,182142.8571428572,,,,
B091129-2,9,9,1.0,1.0,0.0,0.0,0,0,,,,,0,0,2009,정상종료,완납,961,1795,100만원,9개월,0.3,남자,세,기타,,,,16.0,12.0,2.0,0.0,0.0,1,,,,,1000000.0,9.0,136111.11111111112,125000.0,,,,
B091130-2,12,12,0.9167,0.5833,0.0833,0.083,1,1,3.0,0.25,4.0,,1,0,2009,정상종료,완납,157,1299,100만원,12개월,0.3,남자,세,기타,,,,,,,,,1,,,,,1000000.0,12.0,108333.33333333331,96875.0,,,,
B091230-2,3,3,0.3333,0.3333,0.6667,21.333,64,61,2.0,0.667,,,1,0,2009,연체중,손실,697,828,200만원,12개월,0.3,여자,세,기타,,,,13.0,9.0,13.0,0.0,0.0,1,,,,,2000000.0,12.0,216666.66666666663,193750.0,,,,
B091231-2,5,5,0.2,0.2,0.8,17.4,87,61,2.0,0.4,,,1,0,2009,연체중,손실,707,845,200만원,12개월,0.3,여자,세,기타,,,,,,,,,1,,,,,2000000.0,12.0,216666.66666666663,193750.0,,,,
B100102-2,4,4,1.0,0.25,0.0,0.0,0,0,,,,,0,0,2010,정상종료,완납,131,461,50만원,6개월,0.3,남자,세,기타,,,,17.0,9.0,5.0,0.0,0.0,1,,,,,500000.0,6.0,95833.33333333331,90625.0,,,,
B100212-2,5,5,1.0,1.0,0.0,0.0,0,0,,,,,0,0,2010,정상종료,완납,832,2704,150만원,6개월,0.3,남자,세,기타,,,,11.0,11.0,0.0,0.0,0.0,1,,,,,1500000.0,6.0,287500.0,271875.0,,,,
B100227-2,3,3,0.0,0.0,1.0,24.667,74,61,1.0,0.333,,,1,0,2010,연체중,손실,382,792,150만원,12개월,0.3,여자,세,기타,,,,,,,,,1,,,,,1500000.0,12.0,162500.0,145312.5,,,,
B100302-2,12,12,0.0,0.0,1.0,6.417,77,12,1.0,0.083,,,1,0,2010,정상종료,완납,372,2389,150만원,12개월,0.3,남자,세,기타,,,,0.0,0.0,15.0,0.0,0.0,1,,,,,1500000.0,12.0,162500.0,145312.5,,,,
B100405-2,3,3,0.6667,0.0,0.3333,0.333,1,1,2.0,0.667,3.0,,1,0,2010,정상종료,완납,284,762,50만원,3개월,0.3,남자,세,기타,,,,3.0,0.0,14.0,0.0,0.0,1,,,,,500000.0,3.0,179166.66666666666,175000.0,,,,
B100412-2,12,12,0.9167,0.5833,0.0833,0.083,1,1,8.0,0.667,9.0,,1,0,2010,정상종료,완납,782,2738,200만원,12개월,0.3,남자,세,기타,,,,17.0,11.0,2.0,0.0,0.0,1,,,,,2000000.0,12.0,216666.66666666663,193750.0,,,,
B100424-2,18,18,0.9444,0.6667,0.0556,0.111,2,2,18.0,1.0,,,1,0,2010,정상종료,완납,374,720,300만원,18개월,0.3,남자,세,기타,,,,24.0,14.0,7.0,0.0,0.0,1,,,,,3000000.0,18.0,241666.66666666663,206250.0,,,,
