loan_id,k,sched_date,actual_date,status,delay,gap,ontime,early,late,unpaid,sched_prin,sched_int,paid_prin,paid_int,balance
B100406-4,3,2010-07-14,2010-07-12,일반상환,0,-2.0,1.0,1.0,0.0,0,124994,25838,124994,25838,1125018
B100406-4,4,2010-08-14,2010-08-12,일반상환,0,-2.0,1.0,1.0,0.0,0,124994,23275,124994,23275,1000024
B100406-4,5,2010-09-14,2010-09-14,일반상환,0,0.0,1.0,0.0,0.0,0,124994,20701,124994,20701,875030
B100406-4,6,2010-10-14,2010-10-08,일반상환,0,-6.0,1.0,1.0,0.0,0,124994,18085,124994,18085,750036
B100406-4,7,2010-11-14,2010-11-11,일반상환,0,-3.0,1.0,1.0,0.0,0,124994,15495,124994,15495,625042
B100406-4,8,2010-12-14,2010-12-10,일반상환,0,-4.0,1.0,1.0,0.0,0,124994,12943,124994,12943,500048
B100406-4,9,2011-01-14,2011-01-12,일반상환,0,-2.0,1.0,1.0,0.0,0,124994,10342,124994,10342,375054
B100406-4,10,2011-02-14,2011-02-07,일반상환,0,-7.0,1.0,1.0,0.0,0,124994,7751,124994,7751,250060
B100406-4,11,2011-03-14,2011-03-11,일반상환,0,-3.0,1.0,1.0,0.0,0,124994,5194,124994,5194,125066
B100406-4,12,2011-04-14,2011-03-11,일반상환,0,-34.0,1.0,1.0,0.0,0,125066,2591,125066,2591,0
B100415-4,1,2010-05-27,2010-05-25,일반상환,0,-2.0,1.0,1.0,0.0,0,208311,54633,208311,54633,2291689
B100415-4,2,2010-06-27,2010-06-25,일반상환,0,-2.0,1.0,1.0,0.0,0,208311,50093,208311,50093,2083378
B100415-4,3,2010-07-27,2010-07-26,일반상환,0,-1.0,1.0,1.0,0.0,0,208311,45503,208311,45503,1875067
B100415-4,4,2010-08-27,2010-08-25,일반상환,0,-2.0,1.0,1.0,0.0,0,208311,40991,208311,40991,1666756
B100415-4,5,2010-09-27,2010-09-25,일반상환,0,-2.0,1.0,1.0,0.0,0,208311,36413,208311,36413,1458445
B100415-4,6,2010-10-27,2010-10-27,일반상환,0,0.0,1.0,0.0,0.0,0,208311,31866,208311,31866,1250134
B100415-4,7,2010-11-27,2010-11-25,일반상환,0,-2.0,1.0,1.0,0.0,0,208311,27319,208311,27319,1041823
B100415-4,8,2010-12-27,2010-12-22,일반상환,0,-5.0,1.0,1.0,0.0,0,208311,22737,208311,22737,833512
B100415-4,9,2011-01-27,2011-01-26,일반상환,0,-1.0,1.0,1.0,0.0,0,208311,18226,208311,18226,625201
B100415-4,10,2011-02-27,2011-02-27,일반상환,0,0.0,1.0,0.0,0.0,0,208311,13669,208311,13669,416890
B100415-4,11,2011-03-27,2011-03-28,일반상환,1,1.0,0.0,0.0,1.0,0,208311,9128,208311,9293,208579
B100415-4,12,2011-04-27,2011-04-27,일반상환,0,0.0,1.0,0.0,0.0,0,208579,4558,208579,4558,0
B100416-4,1,2010-06-03,2010-06-01,일반상환,0,-2.0,1.0,1.0,0.0,0,208316,56929,208316,56929,2291684
B100416-4,2,2010-07-03,2010-06-25,일반상환,0,-8.0,1.0,1.0,0.0,0,208316,52177,208316,52177,2083368
B100416-4,3,2010-08-03,2010-07-26,일반상환,0,-8.0,1.0,1.0,0.0,0,208316,47428,208316,47428,1875052
B100416-4,4,2010-09-03,2010-08-26,일반상환,0,-8.0,1.0,1.0,0.0,0,208316,42692,208316,42692,1666736
B100416-4,5,2010-10-03,2010-10-02,일반상환,0,-1.0,1.0,1.0,0.0,0,208316,37946,208316,37946,1458420
B100416-4,6,2010-11-03,2010-10-25,일반상환,0,-9.0,1.0,1.0,0.0,0,208316,33202,208316,33202,1250104
B100416-4,7,2010-12-03,2010-11-25,일반상환,0,-8.0,1.0,1.0,0.0,0,208316,28456,208316,28456,1041788
B100416-4,8,2011-01-03,2010-12-27,일반상환,0,-7.0,1.0,1.0,0.0,0,208316,23716,208316,23716,833472
B100416-4,9,2011-02-03,2011-01-25,일반상환,0,-9.0,1.0,1.0,0.0,0,208316,18992,208316,18992,625156
B100416-4,10,2011-03-03,2011-02-25,일반상환,0,-6.0,1.0,1.0,0.0,0,208316,14237,208316,14237,416840
B100416-4,11,2011-04-03,2011-03-25,일반상환,0,-9.0,1.0,1.0,0.0,0,208316,9502,208316,9502,208524
B100416-4,12,2011-05-03,2011-04-25,일반상환,0,-8.0,1.0,1.0,0.0,0,208524,4753,208524,4753,0
B100504-4,1,2010-06-20,2010-06-16,일반상환,0,-4.0,1.0,1.0,0.0,0,166656,48557,166656,48557,1833344
B100504-4,2,2010-07-20,2010-07-21,일반상환,1,1.0,0.0,0.0,1.0,0,166656,44507,166656,44703,1666688
B100504-4,3,2010-08-20,2010-08-20,일반상환,0,0.0,1.0,0.0,0.0,0,166656,40456,166656,40456,1500032
B100504-4,4,2010-09-20,2010-09-20,일반상환,0,0.0,1.0,0.0,0.0,0,166656,36413,166656,36413,1333376
B100504-4,5,2010-10-20,2010-10-12,일반상환,0,-8.0,1.0,1.0,0.0,0,166656,32366,166656,32366,1166720
B100504-4,6,2010-11-20,2010-11-18,일반상환,0,-2.0,1.0,1.0,0.0,0,166656,28319,166656,28319,1000064
B100504-4,7,2010-12-20,2010-12-20,일반상환,0,0.0,1.0,0.0,0.0,0,166656,24271,166656,24271,833408
B100504-4,8,2011-01-20,2011-01-19,일반상환,0,-1.0,1.0,1.0,0.0,0,166656,20219,166656,20219,666752
B100504-4,9,2011-02-20,2011-02-15,일반상환,0,-5.0,1.0,1.0,0.0,0,166656,16187,166656,16187,500096
B100504-4,10,2011-03-20,2011-03-18,일반상환,0,-2.0,1.0,1.0,0.0,0,166656,12135,166656,12135,333440
B100504-4,11,2011-04-20,2011-04-15,일반상환,0,-5.0,1.0,1.0,0.0,0,166656,8102,166656,8102,166784
B100504-4,12,2011-05-20,2011-05-12,일시상환,0,-8.0,1.0,1.0,0.0,0,166784,4052,166784,2920,0
B100515-4,1,2010-07-01,2010-07-01,일반상환,0,0.0,1.0,0.0,0.0,0,200011,71031,200011,71031,2799989
B100515-4,2,2010-08-01,2010-08-02,일반상환,1,1.0,0.0,0.0,1.0,0,200011,66270,200011,66509,2599978
B100515-4,3,2010-09-01,2010-09-02,일반상환,1,1.0,0.0,0.0,1.0,0,200011,61529,200011,61760,2399967
B100515-4,4,2010-10-01,2010-10-03,일반상환,2,2.0,0.0,0.0,1.0,0,200011,56803,200011,57277,2199956
B100515-4,5,2010-11-01,2010-10-29,일반상환,0,-3.0,1.0,1.0,0.0,0,200011,52062,200011,52062,1999945
B100515-4,6,2010-12-01,2010-11-30,일반상환,0,-1.0,1.0,1.0,0.0,0,200011,47339,200011,47339,1799934
B100515-4,7,2011-01-01,2011-01-01,일반상환,0,0.0,1.0,0.0,0.0,0,200011,42597,200011,42597,1599923
B100515-4,8,2011-02-01,2011-02-01,일반상환,0,0.0,1.0,0.0,0.0,0,200011,37861,200011,37861,1399912
B100515-4,9,2011-03-01,2011-02-28,일반상환,0,-1.0,1.0,1.0,0.0,0,200011,33135,200011,33135,1199901
B100515-4,10,2011-04-01,2011-03-31,일반상환,0,-1.0,1.0,1.0,0.0,0,200011,28411,200011,28411,999890
B100515-4,11,2011-05-01,2011-05-01,일반상환,0,0.0,1.0,0.0,0.0,0,200011,23663,200011,23663,799879
B100515-4,12,2011-06-01,2011-06-01,일반상환,0,0.0,1.0,0.0,0.0,0,200011,18926,200011,18926,599868
B100515-4,13,2011-07-01,2011-07-01,일반상환,0,0.0,1.0,0.0,0.0,0,200011,14191,200011,14191,399857
B100515-4,14,2011-08-01,2011-08-01,일반상환,0,0.0,1.0,0.0,0.0,0,200011,9477,200011,9477,199846
B100515-4,15,2011-09-01,2011-09-02,일반상환,1,1.0,0.0,0.0,1.0,0,199846,4709,199846,4892,0
B100602-4,1,2010-07-07,2010-06-09,일반상환,0,-28.0,1.0,1.0,0.0,0,277769,24928,277769,24928,2222231
B100602-4,2,2010-08-07,2010-06-15,일시상환,0,-53.0,1.0,1.0,0.0,0,277769,22148,2222231,0,1944462
B100618-4,1,2010-07-29,2010-07-05,일반상환,0,-24.0,1.0,1.0,0.0,0,166662,42692,166662,42692,1833338
B100618-4,2,2010-08-29,2010-07-31,일반상환,0,-29.0,1.0,1.0,0.0,0,166662,39131,166662,39131,1666676
B100618-4,3,2010-09-29,2010-09-07,일반상환,0,-22.0,1.0,1.0,0.0,0,166662,35569,166662,35569,1500014
B100618-4,4,2010-10-29,2010-10-06,일반상환,0,-23.0,1.0,1.0,0.0,0,166662,32025,166662,32025,1333352
B100618-4,5,2010-11-29,2010-11-22,일반상환,0,-7.0,1.0,1.0,0.0,0,166662,28463,166662,28463,1166690
B100618-4,6,2010-12-29,2010-12-29,일반상환,0,0.0,1.0,0.0,0.0,0,166662,24896,166662,24896,1000028
B100618-4,7,2011-01-29,2011-01-31,일반상환,2,2.0,0.0,0.0,1.0,0,166662,21346,166662,21660,833366
B100618-4,8,2011-03-01,2011-01-31,일반상환,0,-29.0,1.0,1.0,0.0,0,166662,17786,166662,17786,666704
B100618-4,9,2011-04-01,2011-04-01,일반상환,0,0.0,1.0,0.0,0.0,0,166662,14234,166662,14234,500042
B100618-4,10,2011-05-01,2011-04-30,일반상환,0,-1.0,1.0,1.0,0.0,0,166662,10676,166662,10676,333380
B100618-4,11,2011-06-01,2011-05-30,일반상환,0,-2.0,1.0,1.0,0.0,0,166662,7122,166662,7122,166718
B100618-4,12,2011-07-01,2011-06-21,일반상환,0,-10.0,1.0,1.0,0.0,0,166718,3567,166718,3567,0
B100714-4,1,2010-08-19,2010-08-19,일반상환,0,0.0,1.0,0.0,0.0,0,222212,43542,222212,43542,1777788
B100714-4,2,2010-09-19,2010-09-17,일반상환,0,-2.0,1.0,1.0,0.0,0,222212,38717,222212,38717,1555576
B100714-4,3,2010-10-19,2010-10-18,일반상환,0,-1.0,1.0,1.0,0.0,0,222212,33855,222212,33855,1333364
B100714-4,4,2010-11-19,2010-11-19,일반상환,0,0.0,1.0,0.0,0.0,0,222212,29032,222212,29032,1111152
B100714-4,5,2010-12-19,2010-12-19,일반상환,0,0.0,1.0,0.0,0.0,0,222212,24177,222212,24177,888940
B100714-4,6,2011-01-19,2011-01-19,일반상환,0,0.0,1.0,0.0,0.0,0,222212,19362,222212,19362,666728
B100714-4,7,2011-02-19,2011-02-19,일반상환,0,0.0,1.0,0.0,0.0,0,222212,14508,222212,14508,444516
B100714-4,8,2011-03-19,2011-03-18,일반상환,0,-1.0,1.0,1.0,0.0,0,222212,9681,222212,9681,222304
B100714-4,9,2011-04-19,2011-04-19,일반상환,0,0.0,1.0,0.0,0.0,0,222304,4818,222304,4818,0
B100827-4,1,2010-10-13,2010-10-13,일반상환,0,0.0,1.0,0.0,0.0,0,124996,33389,124996,33389,1375004
B100827-4,2,2010-11-13,2010-11-12,일반상환,0,-1.0,1.0,1.0,0.0,0,124996,30593,124996,30593,1250008
B100827-4,3,2010-12-13,2010-12-13,일반상환,0,0.0,1.0,0.0,0.0,0,124996,27809,124996,27809,1125012
B100827-4,4,2011-01-13,2011-01-12,일반상환,0,-1.0,1.0,1.0,0.0,0,124996,25039,124996,25039,1000016
B100827-4,5,2011-02-13,2011-02-14,일반상환,1,1.0,0.0,0.0,1.0,0,124996,22254,124996,22377,875020
B100827-4,6,2011-03-13,2011-03-11,일반상환,0,-2.0,1.0,1.0,0.0,0,124996,19468,124996,19468,750024
B100827-4,7,2011-04-13,2011-04-12,일시상환,0,-1.0,1.0,1.0,0.0,0,124996,16681,750024,16474,625028
B101101-4,1,2010-12-09,2010-12-08,일반상환,0,-1.0,1.0,1.0,0.0,0,166668,45561,166668,45561,1833332
B101101-4,2,2011-01-09,2011-01-07,일반상환,0,-2.0,1.0,1.0,0.0,0,166668,41749,166668,41749,1666664
B101101-4,3,2011-02-09,2011-02-08,일반상환,0,-1.0,1.0,1.0,0.0,0,166668,37957,166668,37957,1499996
B101101-4,4,2011-03-09,2011-03-08,일반상환,0,-1.0,1.0,1.0,0.0,0,166668,34169,166668,34169,1333328
B101101-4,5,2011-04-09,2011-04-08,일반상환,0,-1.0,1.0,1.0,0.0,0,166668,30372,166668,30372,1166660
B101101-4,6,2011-05-09,2011-05-09,일반상환,0,0.0,1.0,0.0,0.0,0,166668,26571,166668,26571,999992
B101101-4,7,2011-06-09,2011-06-09,일반상환,0,0.0,1.0,0.0,0.0,0,166668,22772,166668,22772,833324
B101101-4,8,2011-07-09,2011-07-09,일반상환,0,0.0,1.0,0.0,0.0,0,166668,18980,166668,18980,666656
B101101-4,9,2011-08-09,2011-08-08,일반상환,0,-1.0,1.0,1.0,0.0,0,166668,15189,166668,15189,499988
B101101-4,10,2011-09-09,2011-09-09,일반상환,0,0.0,1.0,0.0,0.0,0,166668,11386,166668,11386,333320
B101101-4,11,2011-10-09,2011-10-09,일반상환,0,0.0,1.0,0.0,0.0,0,166668,7591,166668,7591,166652
B101101-4,12,2011-11-09,2011-11-09,일반상환,0,0.0,1.0,0.0,0.0,0,166652,3798,166652,3798,0
B101105-4,1,2010-12-16,2010-12-15,일반상환,0,-1.0,1.0,1.0,0.0,0,166662,49154,166662,49154,1833338
B101105-4,2,2011-01-16,2011-01-14,일반상환,0,-2.0,1.0,1.0,0.0,0,166662,45063,166662,45063,1666676
B101105-4,3,2011-02-16,2011-02-16,일반상환,0,0.0,1.0,0.0,0.0,0,166662,40964,166662,40964,1500014
B101105-4,4,2011-03-16,2011-03-16,일반상환,0,0.0,1.0,0.0,0.0,0,166662,36873,166662,36873,1333352
B101105-4,5,2011-04-16,2011-04-15,일반상환,0,-1.0,1.0,1.0,0.0,0,166662,32771,166662,32771,1166690
B101105-4,6,2011-05-16,2011-05-16,일반상환,0,0.0,1.0,0.0,0.0,0,166662,28683,166662,28683,1000028
B101105-4,7,2011-06-16,2011-06-17,일반상환,1,1.0,0.0,0.0,1.0,0,166662,24582,166662,24764,833366
B101105-4,8,2011-07-16,2011-07-21,일반상환,5,5.0,0.0,0.0,1.0,0,166662,20470,166662,21366,666704
B101105-4,9,2011-08-16,2011-08-23,일반상환,7,7.0,0.0,0.0,1.0,0,166662,16382,166662,17632,500042
B101105-4,10,2011-09-16,2011-09-16,일반상환,0,0.0,1.0,0.0,0.0,0,166662,12285,166662,12285,333380
B101105-4,11,2011-10-16,2011-10-21,일반상환,5,5.0,0.0,0.0,1.0,0,166662,8194,166662,9033,166718
B101105-4,12,2011-11-16,2011-12-17,손실,31,31.0,0.0,0.0,1.0,0,166718,4094,0,0,0
B101114-4,1,2010-12-25,2010-12-26,일반상환,1,1.0,0.0,0.0,1.0,0,166708,71603,166708,71816,2833292
B101114-4,2,2011-01-25,2011-01-26,일반상환,1,1.0,0.0,0.0,1.0,0,166708,67619,166708,67830,2666584
B101114-4,3,2011-02-25,2011-03-10,일반상환,13,13.0,0.0,0.0,1.0,0,166708,63627,166708,66467,2499876
B101114-4,4,2011-03-25,2011-04-20,일반상환,26,26.0,0.0,0.0,1.0,0,166708,59665,166708,65232,2333168
B101114-4,5,2011-04-25,2011-05-17,일반상환,22,22.0,0.0,0.0,1.0,0,166708,55668,166708,60281,2166460
B101114-4,6,2011-05-25,2011-06-07,일반상환,13,13.0,0.0,0.0,1.0,0,166708,51703,166708,54391,1999752
B101114-4,7,2011-06-25,2011-07-01,일반상환,6,6.0,0.0,0.0,1.0,0,166708,47725,166708,48921,1833044
B101114-4,8,2011-07-25,2011-08-01,일반상환,7,7.0,0.0,0.0,1.0,0,166708,43756,166708,45120,1666336
B101114-4,9,2011-08-25,2011-08-27,일반상환,2,2.0,0.0,0.0,1.0,0,166708,39769,166708,40155,1499628
B101114-4,10,2011-09-25,2011-09-30,일반상환,5,5.0,0.0,0.0,1.0,0,166708,35782,166708,36728,1332920
B101114-4,11,2011-10-25,2011-10-31,일반상환,6,6.0,0.0,0.0,1.0,0,166708,31821,166708,32944,1166212
B101114-4,12,2011-11-25,2011-12-21,일반상환,26,26.0,0.0,0.0,1.0,0,166708,27832,166708,32597,999504
B101114-4,13,2011-12-25,2012-01-05,일반상환,11,11.0,0.0,0.0,1.0,0,166708,23857,166708,25838,832796
B101114-4,14,2012-01-25,2012-02-03,일반상환,9,9.0,0.0,0.0,1.0,0,166708,19882,166708,21474,666088
B101114-4,15,2012-02-25,2012-03-05,일반상환,9,9.0,0.0,0.0,1.0,0,166708,15896,166708,17454,499380
B101114-4,16,2012-03-25,2012-03-28,일반상환,3,3.0,0.0,0.0,1.0,0,166708,11922,166708,12431,332672
B101114-4,17,2012-04-25,2012-04-30,일반상환,5,5.0,0.0,0.0,1.0,0,166708,7945,166708,8754,165964
B101114-4,18,2012-05-25,2012-05-25,일시상환,0,0.0,1.0,0.0,0.0,0,165964,3963,165964,3910,0
B101115-4,1,2010-12-29,2010-12-08,일반상환,0,-21.0,1.0,1.0,0.0,0,200006,73548,200006,73548,2799994
B101115-4,2,2011-01-29,2011-01-20,일반상환,0,-9.0,1.0,1.0,0.0,0,200006,68636,200006,68636,2599988
B101115-4,3,2011-03-01,2011-02-18,일반상환,0,-11.0,1.0,1.0,0.0,0,200006,63740,200006,63740,2399982
B101115-4,4,2011-04-01,2011-04-05,일반상환,4,4.0,0.0,0.0,1.0,0,200006,58835,200006,59825,2199976
B101115-4,5,2011-05-01,2011-04-05,일반상환,0,-26.0,1.0,1.0,0.0,0,200006,53928,200006,53928,1999970
B101115-4,6,2011-06-01,2011-05-31,일반상환,0,-1.0,1.0,1.0,0.0,0,200006,49033,200006,49033,1799964
B101115-4,7,2011-07-01,2011-06-30,일반상환,0,-1.0,1.0,1.0,0.0,0,200006,44125,200006,44125,1599958
B101115-4,8,2011-08-01,2011-08-02,일반상환,1,1.0,0.0,0.0,1.0,0,200006,39219,200006,39446,1399952
B101115-4,9,2011-09-01,2011-08-31,일반상환,0,-1.0,1.0,1.0,0.0,0,200006,34324,200006,34324,1199946
B101115-4,10,2011-10-01,2011-09-30,일반상환,0,-1.0,1.0,1.0,0.0,0,200006,29417,200006,29417,999940
B101115-4,11,2011-11-01,2011-10-31,일반상환,0,-1.0,1.0,1.0,0.0,0,200006,24510,200006,24510,799934
B101115-4,12,2011-12-01,2011-11-30,일반상환,0,-1.0,1.0,1.0,0.0,0,200006,19611,200006,19611,599928
B101115-4,13,2012-01-01,2012-01-01,일반상환,0,0.0,1.0,0.0,0.0,0,200006,14707,200006,14707,399922
B101115-4,14,2012-02-01,2012-01-31,일반상환,0,-1.0,1.0,1.0,0.0,0,200006,9803,200006,9803,199916
B101115-4,15,2012-03-01,2012-03-02,일반상환,1,1.0,0.0,0.0,1.0,0,199916,4904,199916,5093,0
B101116-4,1,2011-01-01,2010-12-28,일반상환,0,-4.0,1.0,1.0,0.0,0,166664,34608,166664,34608,1333336
B101116-4,2,2011-02-01,2011-02-01,일반상환,0,0.0,1.0,0.0,0.0,0,166664,30744,166664,30744,1166672
B101116-4,3,2011-03-01,2011-03-01,일반상환,0,0.0,1.0,0.0,0.0,0,166664,26898,166664,26898,1000008
B101116-4,4,2011-04-01,2011-03-30,일반상환,0,-2.0,1.0,1.0,0.0,0,166664,23075,166664,23075,833344
B101116-4,5,2011-05-01,2011-04-30,일반상환,0,-1.0,1.0,1.0,0.0,0,166664,19225,166664,19225,666680
B101116-4,6,2011-06-01,2011-06-01,일반상환,0,0.0,1.0,0.0,0.0,0,166664,15380,166664,15380,500016
B101116-4,7,2011-07-01,2011-07-01,일반상환,0,0.0,1.0,0.0,0.0,0,166664,11526,166664,11526,333352
B101116-4,8,2011-08-01,2011-08-01,일반상환,0,0.0,1.0,0.0,0.0,0,166664,7699,166664,7699,166688
B101116-4,9,2011-09-01,2011-08-29,일반상환,0,-3.0,1.0,1.0,0.0,0,166688,3852,166688,3852,0
B101203-4,1,2011-01-10,2011-01-05,일반상환,0,-5.0,1.0,1.0,0.0,0,166700,74256,166700,74256,2833300
B101203-4,2,2011-02-10,2011-02-09,일반상환,0,-1.0,1.0,1.0,0.0,0,166700,70128,166700,70128,2666600
B101203-4,3,2011-03-10,2011-03-10,일반상환,0,0.0,1.0,0.0,0.0,0,166700,65983,166700,65983,2499900
B101203-4,4,2011-04-10,2011-04-07,일반상환,0,-3.0,1.0,1.0,0.0,0,166700,61880,166700,61880,2333200
B101203-4,5,2011-05-10,2011-05-09,일반상환,0,-1.0,1.0,1.0,0.0,0,166700,57724,166700,57724,2166500
B101203-4,6,2011-06-10,2011-06-10,일반상환,0,0.0,1.0,0.0,0.0,0,166700,53631,166700,53631,1999800
B101203-4,7,2011-07-10,2011-07-09,일반상환,0,-1.0,1.0,1.0,0.0,0,166700,49508,166700,49508,1833100
B101203-4,8,2011-08-10,2011-08-10,일반상환,0,0.0,1.0,0.0,0.0,0,166700,45379,166700,45379,1666400
B101203-4,9,2011-09-10,2011-09-10,일반상환,0,0.0,1.0,0.0,0.0,0,166700,41266,166700,41266,1499700
B101203-4,10,2011-10-10,2011-10-10,일반상환,0,0.0,1.0,0.0,0.0,0,166700,37102,166700,37102,1333000
B101203-4,11,2011-11-10,2011-11-10,일반상환,0,0.0,1.0,0.0,0.0,0,166700,32999,166700,32999,1166300
B101203-4,12,2011-12-10,2011-12-10,일반상환,0,0.0,1.0,0.0,0.0,0,166700,28877,166700,28877,999600
B101203-4,13,2012-01-10,2012-01-11,일반상환,1,1.0,0.0,0.0,1.0,0,166700,24739,166700,24919,832900
B101203-4,14,2012-02-10,2012-02-13,일반상환,3,3.0,0.0,0.0,1.0,0,166700,20623,166700,21159,666200
B101203-4,15,2012-03-10,2012-03-10,일반상환,0,0.0,1.0,0.0,0.0,0,166700,16473,166700,16473,499500
B101203-4,16,2012-04-10,2012-03-14,일시상환,0,-27.0,1.0,1.0,0.0,0,166700,12369,499500,1610,332800
B101205-4,1,2011-01-14,2011-01-13,일반상환,0,-1.0,1.0,1.0,0.0,0,208327,53876,208327,53876,2291673
B101205-4,2,2011-02-14,2011-02-14,일반상환,0,0.0,1.0,0.0,0.0,0,208327,49384,208327,49384,2083346
B101205-4,3,2011-03-14,2011-03-14,일반상환,0,0.0,1.0,0.0,0.0,0,208327,44891,208327,44891,1875019
B101205-4,4,2011-04-14,2011-04-12,일반상환,0,-2.0,1.0,1.0,0.0,0,208327,40418,208327,40418,1666692
B101205-4,5,2011-05-14,2011-05-14,일반상환,0,0.0,1.0,0.0,0.0,0,208327,35924,208327,35924,1458365
B101205-4,6,2011-06-14,2011-06-20,일반상환,6,6.0,0.0,0.0,1.0,0,208327,31421,208327,32641,1250038
B101205-4,7,2011-07-14,2011-07-20,일반상환,6,6.0,0.0,0.0,1.0,0,208327,26929,208327,28120,1041711
B101205-4,8,2011-08-14,2011-08-21,일반상환,7,7.0,0.0,0.0,1.0,0,208327,22439,208327,23839,833384
B101205-4,9,2011-09-14,2011-09-22,일반상환,8,8.0,0.0,0.0,1.0,0,208327,17966,208327,19507,625057
B101205-4,10,2011-10-14,2011-10-24,일반상환,10,10.0,0.0,0.0,1.0,0,208327,13482,208327,15388,416730
B101205-4,11,2011-11-14,2011-11-24,일반상환,10,10.0,0.0,0.0,1.0,0,208327,8997,208327,10854,208403
B101205-4,12,2011-12-14,2011-12-24,일반상환,10,10.0,0.0,0.0,1.0,0,208403,4497,208403,6311,0
B101209-4,1,2011-01-27,2011-01-26,일반상환,0,-1.0,1.0,1.0,0.0,0,83333,24776,83333,24776,916667
B101209-4,2,2011-02-27,2011-02-25,일반상환,0,-2.0,1.0,1.0,0.0,0,83333,22717,83333,22717,833334
B101209-4,3,2011-03-27,2011-03-27,일반상환,0,0.0,1.0,0.0,0.0,0,83333,20646,83333,20646,750001
B101209-4,4,2011-04-27,2011-04-26,일반상환,0,-1.0,1.0,1.0,0.0,0,83333,18586,83333,18586,666668
B101209-4,5,2011-05-27,2011-05-26,일반상환,0,-1.0,1.0,1.0,0.0,0,83333,16517,83333,16517,583335
B101209-4,6,2011-06-27,2011-06-27,일반상환,0,0.0,1.0,0.0,0.0,0,83333,14460,83333,14460,500002
B101209-4,7,2011-07-27,2011-07-26,일반상환,0,-1.0,1.0,1.0,0.0,0,83333,12388,83333,12388,416669
B101209-4,8,2011-08-27,2011-08-29,일반상환,2,2.0,0.0,0.0,1.0,0,83333,10316,83333,10498,333336
B101209-4,9,2011-09-27,2011-09-26,일반상환,0,-1.0,1.0,1.0,0.0,0,83333,8257,83333,8257,250003
B101209-4,10,2011-10-27,2011-10-26,일시상환,0,-1.0,1.0,1.0,0.0,0,83333,6190,250003,5915,166670
B101216-4,1,2011-01-20,2011-01-11,일반상환,0,-9.0,1.0,1.0,0.0,0,166661,49627,166661,49627,1833339
B101216-4,2,2011-02-20,2011-02-21,일반상환,1,1.0,0.0,0.0,1.0,0,166661,45505,166661,45708,1666678
B101216-4,3,2011-03-20,2011-03-18,일반상환,0,-2.0,1.0,1.0,0.0,0,166661,41360,166661,41360,1500017
B101216-4,4,2011-04-20,2011-04-18,일반상환,0,-2.0,1.0,1.0,0.0,0,166661,37231,166661,37231,1333356
B101216-4,5,2011-05-20,2011-05-22,일반상환,2,2.0,0.0,0.0,1.0,0,166661,33089,166661,33470,1166695
B101216-4,6,2011-06-20,2011-06-23,일반상환,3,3.0,0.0,0.0,1.0,0,166661,28965,166661,29521,1000034
B101216-4,7,2011-07-20,2011-07-21,일반상환,1,1.0,0.0,0.0,1.0,0,166661,24824,166661,24997,833373
B101216-4,8,2011-08-20,2011-08-26,일반상환,6,6.0,0.0,0.0,1.0,0,166661,20665,166661,21794,666712
B101216-4,9,2011-09-20,2011-09-23,일반상환,3,3.0,0.0,0.0,1.0,0,166661,16540,166661,17070,500051
B101216-4,10,2011-10-20,2011-10-20,일반상환,0,0.0,1.0,0.0,0.0,0,166661,12397,166661,12397,333390
B101216-4,11,2011-11-20,2011-11-21,일반상환,1,1.0,0.0,0.0,1.0,0,166661,8272,166661,8431,166729
B101216-4,12,2011-12-20,2011-12-20,일반상환,0,0.0,1.0,0.0,0.0,0,166729,4128,166729,4128,0
B081208-5,1,2009-01-24,2009-01-21,일반상환,0,-3.0,1.0,1.0,0.0,0,111105,24742,111105,24742,888895
B081208-5,2,2009-02-24,2009-02-20,일반상환,0,-4.0,1.0,1.0,0.0,0,111105,21985,111105,21985,777790
B081208-5,3,2009-03-24,2009-03-20,일반상환,0,-4.0,1.0,1.0,0.0,0,111105,19243,111105,19243,666685
B081208-5,4,2009-04-24,2009-04-20,일반상환,0,-4.0,1.0,1.0,0.0,0,111105,16489,111105,16489,555580
B081208-5,5,2009-05-24,2009-05-21,일반상환,0,-3.0,1.0,1.0,0.0,0,111105,13749,111105,13749,444475
B081208-5,6,2009-06-24,2009-06-24,일반상환,0,0.0,1.0,0.0,0.0,0,111105,10998,111105,10998,333370
B081208-5,7,2009-07-24,2009-07-21,일반상환,0,-3.0,1.0,1.0,0.0,0,111105,8248,111105,8248,222265
B081208-5,8,2009-08-24,2009-07-27,일시상환,0,-28.0,1.0,1.0,0.0,0,111105,5500,222265,530,111160
B090117-5,1,2009-02-23,2009-02-18,일반상환,0,-5.0,1.0,1.0,0.0,0,83336,22854,83336,22854,916664
B090117-5,2,2009-03-23,2009-03-20,일반상환,0,-3.0,1.0,1.0,0.0,0,83336,20949,83336,20949,833328
B090117-5,3,2009-04-23,2009-04-17,일반상환,0,-6.0,1.0,1.0,0.0,0,83336,19045,83336,19045,749992
B090117-5,4,2009-05-23,2009-05-18,일반상환,0,-5.0,1.0,1.0,0.0,0,83336,17137,83336,17137,666656
B090117-5,5,2009-06-23,2009-06-17,일반상환,0,-6.0,1.0,1.0,0.0,0,83336,15236,83336,15236,583320
B090117-5,6,2009-07-23,2009-07-17,일반상환,0,-6.0,1.0,1.0,0.0,0,83336,13333,83336,13333,499984
